RK,Name,POS,GP,MIN,PTS,FGM,FGA,FG.,X3PM,X3PA,X3P.,FTM,FTA,FT.,REB,AST,STL,BLK,TO,DD2,TD3,year,team.abbr,overall_pick,team,former,college,years_played,games,win_shares,win_shares_40,minutes_played,points,total_rebounds,assists
46,Dearica HambyLA,F,34,26.5,9.3,3.4,7.3,46.6,0.5,2.1,21.9,2,2.7,72,7.1,1.1,1.1,0.1,1.5,5,0,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,Jordin Canada,G,32,27,9.2,3.3,8.5,38.4,0.2,1.6,14,2.5,3.1,80.6,2.3,5.5,1.4,0.2,2.3,1,0,2022,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,Natisha Hiedeman,G,36,25,9.1,3.3,7.6,43.1,1.9,4.7,41.1,0.7,0.8,80,1.8,3.3,1.2,0.1,1.3,0,0,2022,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,Myisha Hines-Allen,F,34,19.3,8.9,3.4,8.1,41.5,0.9,2.3,36.7,1.3,1.9,70.3,5.3,1.9,0.8,0.3,1.7,1,0,2022,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,Isabelle Harrison,F,35,18.4,8.7,3.3,7.1,46.6,0.1,0.1,100,2.1,2.4,86.7,4.3,1.3,0.7,0.1,1.3,3,0,2022,TOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Jewell LoydLV,G,38,35.4,24.7,7.5,20.3,37,3,8.5,35.6,6.7,7.5,88.8,4.7,3.4,1,0.4,2.8,1,0,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Breanna StewartNY,F,40,34.1,23,7.9,17,46.5,2.1,5.8,35.5,5.1,6,85.1,9.3,3.8,1.5,1.6,1.5,19,0,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,A'ja WilsonLV,C,40,30.7,22.8,8.4,15,55.7,0.2,0.7,31,5.8,7.2,81.2,9.5,1.6,1.4,2.2,1.6,22,0,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,Napheesa Collier,F,37,33.5,21.5,8,16.6,48.5,0.9,3.1,29.8,4.5,5.4,84,8.5,2.5,1.6,1.2,2.4,11,0,2023,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,Arike Ogunbowale,G,40,37.2,21.2,7.5,18.8,39.8,2.9,8.5,34.3,3.4,3.8,87.6,3.4,4.5,1.7,0.1,2.6,2,0,2023,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,Nneka OgwumikeLA,F,36,31.1,19.1,7.3,14.3,51.2,0.6,1.7,33.9,3.9,4.5,87,8.8,2.7,1.7,0.7,2.2,16,0,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,Kahleah Copper,G,38,31.2,18.7,6.9,15.4,44.8,1.8,4.5,40.4,3.1,4,77,4.4,2,0.9,0.3,2.5,1,0,2023,PHX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,Kelsey PlumLA,G,39,32.4,18.7,6.4,13.4,47.5,2.4,6.3,38.9,3.5,3.8,91.2,2.4,4.5,1.1,0,2.1,2,0,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,Satou SaballyNY,F,38,33.1,18.6,6.2,14.3,43.5,1.7,4.8,36.1,4.4,5,87.4,8.1,4.4,1.8,0.4,2.9,14,1,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,Kelsey Mitchell,G,40,33.7,18.2,6.1,13.9,44.1,2.6,6.4,39.8,3.4,4.1,82.4,1.6,3.1,0.9,0.1,2.3,0,0,2023,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,Jackie YoungLV,G,40,31.5,17.6,6.2,11.9,52.3,2.2,5,44.9,2.9,3.4,86.7,4,3.8,1.3,0.1,1.8,1,0,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,Brittney GrinerC,C,31,27.6,17.5,7.1,12.6,56,0,0.3,11.1,3.4,4.4,77.2,6.3,2.2,0.5,1.6,2.1,7,0,2023,ONN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,Rhyne Howard,G,39,32.9,17.5,5.8,15.1,38.5,2.5,7.2,35.2,3.3,4.2,78.8,4.9,3.5,1.3,0.6,1.9,2,0,2023,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,DeWanna Bonner,F,40,30.1,17.4,5.8,13.7,42.5,1.9,5.7,32.9,3.9,4.5,86.2,5.6,2.2,1.1,0.6,1.5,3,0,2023,PHX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,Allisha Gray,G,38,32.7,17.1,5.8,12.4,46.5,1.1,3.1,35.6,4.4,5.4,82.4,4.9,3.1,1.1,0.4,1.9,2,0,2023,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,Sabrina IonescuNY,G,36,31.5,17,5.4,12.8,42.3,3.6,7.9,44.8,2.6,3,87.2,5.6,5.4,1,0.3,2.6,2,1,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,Natasha Howard,F,39,33.1,16.5,6.3,13.8,45.8,1,3.3,29.9,2.8,3.5,81.5,8,2.6,1.3,1.2,2.8,12,1,2023,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,Brittney Sykes,G,40,31.3,15.9,5.7,13.1,43.9,1.4,4,35,3.1,3.8,79.7,5,3.8,2.1,0.3,2.4,2,0,2023,TOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,Alyssa Thomas,F,40,36.2,15.5,6.1,12.8,47.4,0,0.1,0,3.3,4.7,71.5,9.9,7.9,1.8,0.5,3.4,28,6,2023,PHX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,NaLyssa SmithLV,F,31,28.5,15.5,6.1,12.7,47.7,0.6,2.2,28.4,2.7,4,67.7,9.2,1.4,0.3,0.3,2.7,13,0,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,Chelsea GrayLV,G,40,32.2,15.3,5.6,11.5,49,1.6,3.8,42.1,2.4,2.7,89.7,4,7.3,1.4,0.6,2.5,10,1,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,Cheyenne Parker-TyusLV,F,40,26.7,15,5.8,12,48.2,0.4,1.4,27.8,3,3.7,82.9,6.7,1.8,1.1,1.5,2.3,7,0,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,Marina Mabrey,G,39,30,15,5.2,12.6,41.1,2.3,5.8,39,2.4,2.8,83.6,3.7,3.6,0.7,0.5,2.2,0,0,2023,TOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Aliyah Boston,F,40,31.2,14.5,5.8,10.1,57.8,0.1,0.3,40,2.7,3.6,74.5,8.4,2.2,1.3,1.3,1.9,11,0,2023,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,Kayla McBride,G,38,31.8,14.3,4.9,11.6,42.4,2.2,6.4,34.2,2.2,2.6,86.7,3.2,2.2,1.2,0.2,1.7,0,0,2023,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,Ezi Magbegor,F,40,32.6,13.8,5.4,10.6,51.3,0.8,2,38.5,2.2,3.1,69.9,8.1,2.6,1.1,1.9,2.4,10,0,2023,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,Jordin Canada,G,38,32.6,13.3,4.3,10.6,40.4,1.1,3.2,33.3,3.6,4.2,87.3,3.1,6,2.3,0.2,2.7,1,0,2023,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,Betnijah Laney-HamiltonNY,F,40,30,12.8,5,10,49.9,1.5,3.8,39.2,1.3,1.7,79.1,3.3,2.4,0.9,0.1,1.9,0,0,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,Natasha CloudNY,G,37,32.4,12.7,4,10.7,37.7,1.2,4.1,29.8,3.4,3.8,90,3.7,6.2,1.1,0.3,2.6,2,0,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,Diamond MillerC,F,32,26.1,12.1,4.4,10.8,40.3,1,3.2,30.7,2.4,3,79.2,3.5,2.5,0.9,0.3,2.3,0,0,2023,ONN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,Tiffany HayesGS,G,40,27.1,12.1,4.2,8.8,47.6,1.2,3.3,36.6,2.5,3.2,77.8,3,2.6,0.9,0.1,1.4,0,0,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,Teaira McCowan,C,30,26.1,11.9,5,9.1,55.1,0,0.1,0,1.9,3.3,58.6,9.1,1.5,0.5,1.2,1.5,13,0,2023,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,Jonquel JonesNY,C,40,25,11.3,4.4,8.4,52.7,0.8,2.3,35.2,1.7,2,86.3,8.4,1.8,0.6,1.3,2.1,11,0,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,Sophie Cunningham,G,31,29,11.3,3.6,8.7,41.3,1.9,5.5,33.7,2.3,2.6,87.5,2.8,2.1,0.6,0.4,1.5,0,0,2023,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,Azura Stevens,F,35,26,10.8,4.3,10.5,40.4,1,3.1,32.1,1.3,1.7,75.4,5.9,1.1,1.2,0.9,1.5,3,0,2023,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,Courtney Vandersloot,G,39,30.4,10.5,4.1,9.3,44.2,0.9,3.2,29.4,1.3,1.7,76.1,3.5,8.1,1.3,0.6,2.7,8,0,2023,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,Moriah Jefferson,G,39,24.9,10.5,4.2,9.8,43.3,1,2.8,35.2,1.1,1.3,82,2,3.6,1.1,0.2,1.6,0,0,2023,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,Courtney Williams,G,40,30.1,10.4,4.4,10.1,43.7,1.2,2.7,44.3,0.4,0.6,60,6,6.3,1,0.3,2.5,6,2,2023,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,Erica WheelerLA,G,40,26.8,9.9,3.7,9.2,39.8,0.8,2.4,30.9,1.8,2.1,87.8,3,5,1.1,0.1,2.1,3,0,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,Elizabeth Williams,C,40,29.7,9.8,4.2,8.1,51.4,0,0,0,1.5,2.3,63,5.8,2.5,1.3,1.5,1.4,2,0,2023,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,Sami Whitcomb,G,40,24.5,9.7,3.2,8,40,2.2,5.8,38.5,1.1,1.3,83,2.9,2.9,0.9,0.4,2,1,0,2023,PHX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,Alanna Smith,F,38,26.5,9.2,3.5,7,49.8,0.8,2.7,29.4,1.4,2.1,67.9,6.6,1.8,1.3,1.3,1.5,2,0,2023,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,Dana EvansLV,G,39,21.5,9,3,8.3,36,1.1,3.7,29.4,1.9,2.3,85.4,1.2,3,0.7,0.1,1.6,0,0,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,Dearica HambyLA,F,40,24.8,8.9,3.3,7.7,43.1,0.2,1,22,2.1,3.2,64.8,5.9,1.8,0.9,0.3,1.5,2,0,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,Michaela Onyenwere,F,40,23.8,8.9,3.3,8.1,40.4,0.9,2.8,31.5,1.5,2,75.9,3.7,1.3,0.8,0.5,2,1,0,2023,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,Natisha Hiedeman,G,40,26.7,8.5,3.1,7.9,39.2,1.5,4,36.6,0.9,1.2,73.9,2.1,2.7,0.9,0.1,1.4,0,0,2023,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,DiJonai Carrington,G,32,17.2,8.3,2.9,7,41.7,0.7,1.9,37.1,1.8,2.3,75.7,2.9,1.3,0.6,0.1,1.1,0,0,2023,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,Tianna Hawkins,F,40,23.1,8.2,3.3,6.6,49.1,0.7,2.2,33.3,1,1.3,75,5,1.4,0.8,0.4,1.2,3,0,2023,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,Crystal DangerfieldLA,G,35,27.8,8.2,3.4,8,42.5,0.8,2.7,29,0.6,0.8,81.5,2.9,3.1,0.9,0.2,1.2,0,0,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,Sug Sutton,G,40,26.3,8.2,3.2,8.2,38.5,0.8,2.2,33.7,1.2,1.4,80.7,2.6,4.8,0.7,0.1,2.5,1,1,2023,POR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,A'ja WilsonLV,C,38,34.4,26.9,10.1,19.6,51.8,0.5,1.6,31.7,6.1,7.2,84.4,11.9,2.3,1.8,2.6,1.3,23,0,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Arike Ogunbowale,G,38,38.6,22.2,7.3,19.2,38.3,2.9,8.5,34.6,4.6,5,92.1,4.6,5.1,2.1,0.3,2.7,2,0,2024,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,Kahleah Copper,G,37,32.4,21.1,7.4,17,43.5,1.9,5.9,31.4,4.5,5.6,80.7,4.5,2.3,0.8,0.1,3,1,0,2024,PHX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,Breanna StewartNY,F,38,32.7,20.4,7,15.2,45.8,1.2,4.1,29.5,5.3,6.3,84.5,8.5,3.5,1.7,1.3,1.7,15,0,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,Napheesa Collier,F,34,34.7,20.4,7.9,16,49.2,0.9,2.9,31,3.7,4.6,80.4,9.7,3.4,1.9,1.4,2.1,18,0,2024,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,Jewell LoydLV,G,37,33.7,19.7,6.1,16.8,36,1.6,5.8,27.4,6,6.8,88.1,4.5,3.6,1.4,0.2,2.3,2,0,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,Caitlin Clark,G,40,35.4,19.2,6.1,14.5,41.7,3.1,8.9,34.4,4.1,4.5,90.6,5.7,8.4,1.3,0.7,5.6,14,2,2024,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,Kelsey Mitchell,G,40,32,19.2,7.1,15.1,46.8,2.7,6.8,40.2,2.4,2.8,83.2,2.5,1.8,0.7,0.2,1.6,0,0,2024,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,Sabrina IonescuNY,G,38,32.1,18.2,6.3,15.9,39.4,2.8,8.4,33.3,2.8,3.1,89.8,4.4,6.2,1,0.3,2.7,3,0,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,Kelsey PlumLA,G,38,34,17.8,6.1,14.4,42.3,2.9,7.9,36.8,2.7,3.1,86.6,2.6,4.2,0.7,0,2.4,0,0,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,Brittney Griner,C,30,28.7,17.8,7.3,12.6,57.9,0.3,0.6,50,2.9,3.7,77.7,6.6,2.3,0.5,1.5,1.8,2,0,2024,CON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,Chennedy CarterLV,G,33,26,17.5,7.2,14.8,48.7,0.3,0.9,29,2.8,3.8,73,3.5,3.1,1.1,0.2,1.7,0,0,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,Rhyne Howard,G,30,33.9,17.3,5.6,15,37.1,2.7,8.1,32.9,3.5,4.5,78.4,4.4,3.1,1.8,0.6,1.7,2,0,2024,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,Dearica HambyLA,F,40,33.7,17.3,6.7,13.1,51.2,0.8,2.2,34.1,3.1,5,63.1,9.2,3.5,1.7,0.2,3,16,0,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,Nneka OgwumikeLA,F,37,31.8,16.7,6.8,13.3,51.1,0.8,2,40.5,2.3,2.6,87.6,7.6,2.3,1.9,0.5,1.3,8,0,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,Jackie YoungLV,G,37,32.6,15.8,5.4,12.6,43,1.9,5.6,33.7,3,3.5,86.7,4.4,5.3,1,0.2,2.1,5,0,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,Allisha Gray,G,40,33.2,15.6,5.1,12.7,40.3,1.7,5.1,34.2,3.6,4.7,76.9,4.4,2.7,1.1,0.7,1.7,1,0,2024,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,Skylar Diggins,G,40,31.6,15.1,5.5,12.8,42.7,1,3.4,29.1,3.3,3.8,86.7,2.6,6.4,1.7,0.9,2.8,2,0,2024,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,Kayla McBride,G,39,31.7,15,4.5,10.6,42,2.7,6.6,40.7,3.4,3.8,89.3,2.6,3.2,1.3,0.1,2,0,0,2024,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,DeWanna Bonner,F,40,31.8,15,5.3,12.8,41.5,1.5,4.9,29.4,3,3.6,83.2,6,2,1.2,0.7,1.4,3,0,2024,PHX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,Diana Taurasi,G,36,29,14.9,4.8,11.9,40,2.4,7.2,33.3,3,3.5,85.7,3.8,3.4,0.6,0.3,1.9,0,0,2024,PHX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,Ariel AtkinsLA,G,40,29.9,14.9,5.4,12.4,43.7,2,5.5,35.7,2.1,2.5,84.8,3.4,3.1,1.5,0.4,2.3,0,0,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,Tina Charles,C,39,29.7,14.9,6.2,13.7,45.6,0.3,1.1,26.2,2.2,2.7,78.5,9.6,2.3,0.9,0.5,1.6,21,1,2024,CON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Marina Mabrey,G,40,30.9,14.4,5.4,13,41.3,2.5,6.5,37.7,1.2,1.7,71,4.4,4.1,1.1,0.4,2.4,1,0,2024,TOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,Jonquel JonesNY,C,39,29.8,14.2,5.3,9.8,53.8,1.5,3.9,38.8,2.1,2.7,78.8,9,3.2,0.8,1.3,2.4,11,0,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,Aliyah Boston,F,40,30.9,14,5.9,11.2,52.9,0.2,0.7,26.9,2,2.8,73.6,8.9,3.2,0.9,1.2,2,13,0,2024,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,Brionna Jones,F,40,27.2,13.7,5.5,10.2,53.8,0.1,0.4,14.3,2.7,3.6,73.8,5.5,1.5,1.2,0.6,1.3,0,0,2024,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,Angel Reese,F,34,32.5,13.6,4.8,12.3,39.1,0.1,0.5,18.8,3.9,5.2,73.6,13.1,1.9,1.3,0.5,2.2,26,0,2024,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,Rickea Jackson,F,40,28.8,13.4,5,11,45.6,1.1,3.1,34.7,2.3,2.9,80.7,3.9,1.5,0.7,0.4,1.9,1,0,2024,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,DiJonai Carrington,G,39,29.6,12.7,4.4,11,40.3,0.7,2.7,25,3.2,4,79,5,1.6,1.6,0.4,1.9,2,0,2024,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,Betnijah Laney-HamiltonNY,F,28,30.3,11.8,4.3,9.4,45.6,1.5,3.6,40.2,1.7,1.9,90.6,4.2,3.3,1.1,0,2.4,0,0,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,Teaira McCowan,C,39,25.2,11.7,4.7,8.3,57,0,0.1,25,2.3,3.2,71.8,8.1,1.6,0.9,0.9,2,13,0,2024,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,Ezi Magbegor,F,37,30.7,11.7,4.6,9.1,51.2,0.4,1.4,24.5,2.1,2.4,87.4,8,2,1.1,2.2,1.4,8,0,2024,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,Natasha CloudNY,G,38,33.3,11.5,4,10.1,39.7,1.2,3.8,30.8,2.4,2.9,82.6,4.1,6.9,1.4,0.6,3,8,0,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,Courtney Williams,G,40,26.5,11.1,4.9,11,44.3,0.6,1.7,33.3,0.9,1.1,81,4.7,5.5,0.9,0.4,2.5,3,0,2024,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,Alyssa Thomas,F,40,32.4,10.6,4.2,8.2,50.9,0,0.1,0,2.3,3.6,62.8,8.4,7.9,1.6,0.5,3.6,14,3,2024,PHX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,NaLyssa SmithLV,F,40,24.8,10.6,4.2,8.8,48,0.4,1.2,29.2,1.8,3.2,56.7,7.1,1,0.8,1,1.3,6,0,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,Tyasha Harris,G,39,28.8,10.5,3.7,8.7,42.5,1.5,3.9,39.5,1.5,2,76.6,1.8,3,1,0.3,1.4,0,0,2024,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,Alanna Smith,F,39,26.5,10.1,3.8,8,47.1,1.2,3,39.8,1.4,1.8,75,5.6,3.2,1.4,1.5,1.9,2,0,2024,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,Kamilla Cardoso,C,32,27.4,9.8,3.9,7.6,52.1,0,0,0,1.9,2.6,72.6,7.9,1.7,0.5,1.4,1.5,7,0,2024,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,Bridget Carleton,F,39,29.9,9.6,3.2,7.3,44.4,2.3,5.3,44.4,0.8,1,78.9,3.8,2.2,1,0.3,1,0,0,2024,POR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,Stefanie Dolson,C,39,26,9.5,3.4,7.2,47.5,1.8,4,46.5,0.8,1.1,78.6,4.9,2.6,0.5,0.5,1.7,1,0,2024,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,Tiffany HayesGS,G,33,21.5,9.5,3.3,6.7,50,1,2.5,40.2,1.8,2.5,71.4,2.8,2.1,0.8,0.3,0.8,1,0,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,Karlie Samuelson,G,29,24.6,8.4,2.7,6.7,40.9,1.7,4.2,39.8,1.2,1.3,92.3,2.6,2.1,0.9,0,0.9,0,0,2024,POR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,Sophie Cunningham,G,40,27.7,8.4,2.6,6,42.9,1.7,4.5,37.8,1.5,1.7,87,3.9,2,1,0.3,1,1,0,2024,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,Myisha Hines-Allen,F,40,18.7,7.8,3,6.1,49.2,0.5,1.3,36,1.4,1.7,83.3,4.7,2.6,0.7,0.1,1.4,2,0,2024,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,Aaliyah Edwards,F,34,21.8,7.6,3,6.2,49,0,0.2,0,1.5,2.4,65,5.6,1.4,0.7,0.8,1.5,2,0,2024,CON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,Kia Nurse,G,40,20.3,7.6,2.6,6.6,38.8,1.3,4,33.1,1.2,1.5,79.3,1.6,1.3,0.5,0,1.2,0,0,2024,TOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,Shatori Walker-Kimbrough,G,40,22.1,7.5,2.6,6.3,41.5,0.9,2.7,33,1.4,1.7,80.6,1.7,1.9,1.1,0.5,1.4,0,0,2024,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,Monique Billings,F,37,22.8,7.4,2.9,6.2,46.5,0.1,0.4,21.4,1.5,1.9,80.3,5.8,1.4,0.7,0.5,1.8,5,0,2024,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,A'ja WilsonLV,C,40,31.2,23.4,8.3,16.5,50.5,0.6,1.5,42.4,6.2,7.3,85.5,10.2,3.1,1.6,2.3,2.2,21,0,2025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Napheesa Collier,F,33,32.3,22.9,8.3,15.7,53.1,1.5,3.8,40.3,4.7,5.2,90.6,7.3,3.2,1.6,1.5,2.1,5,0,2025,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,Kelsey Mitchell,G,44,31.4,20.2,7.2,15.7,45.6,2.5,6.4,39.4,3.4,4.3,78.4,1.8,3.4,0.9,0.2,1.8,0,0,2025,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,Kelsey PlumLA,G,43,35.1,19.5,6.1,14.4,42.2,2.3,6.5,35.5,5.1,5.7,89.3,3.1,5.7,1.2,0.1,3,2,0,2025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,Paige Bueckers,G,36,33.3,19.2,7.2,15.1,47.7,1.1,3.3,33.1,3.8,4.2,88.8,3.9,5.4,1.6,0.5,2,2,0,2025,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,Dearica HambyLA,F,44,31.2,18.4,7.4,12.9,57.2,0.3,1.2,27.8,3.4,5.4,62.7,7.9,3.3,1.6,0.5,2.7,12,0,2025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,Allisha Gray,G,42,34.5,18.4,5.9,13,45.1,2.3,6.1,38.4,4.4,5.5,79.9,5.3,3.5,1.1,0.4,1.8,2,0,2025,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
